	Pcli-003	Pcli-004	Pcli-006	Pcli-008	Pcli-011	Pcli-015	Pcli-018	Pcli-024	Pcli-026	Pcli-028	Pcli-029	Pcli-033	Pcli-038	Pcli-039	Pcli-040	Pcli-045	Pcli-049	Pcli-050	Pcli-052	Pcli-055	Pcli-058	Pcli-064	Pcli-066	Pcli-067	Pcli-069	Pcli-070	Pcli-075	Pcli-076	Pcli-077	Pcli-079	Pcli-091	Pcli-094	Pcli-096	Pcli-101	Pcli-103	Pcli-105	Pcli-109	Pcli-111	Pcli-114	Pcli-115	Pcli-120	Pcli-124	Pcli-126	Pcli-128	Pcli-130	Pcli-132	Pcli-135	Pcli-148	
Pseudodiploria187176	1	0	3	0	0	0	0	3	2	3	7	4	1	1	0	0	0	0	1	0	0	0	0	0	1	3	0	3	3	1	2	1	1	0	0	1	0	0	0	1	3	0	4	1	2	0	0	0	
Pseudodiploria187177	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	
Pseudodiploria187178	52	8	24	57	0	37	18	37	69	95	72	124	64	16	23	21	29	35	96	17	7	12	2	7	14	125	113	23	28	16	21	39	32	13	53	103	107	46	0	44	110	11	121	177	85	1	10	35	
Pseudodiploria187179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187180	65	18	43	77	0	19	23	95	100	97	67	138	38	23	62	13	28	73	88	14	3	8	10	26	12	99	101	20	59	16	44	51	44	14	42	104	89	47	1	34	70	19	173	204	86	3	24	95	
Pseudodiploria187181	0	1	0	2	0	0	0	0	0	1	0	0	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	5	0	0	0	3	0	0	0	3	
Pseudodiploria187182	14	0	8	4	0	1	2	3	11	13	7	5	1	0	1	2	0	1	9	0	0	0	0	1	1	7	5	1	0	0	2	2	5	0	5	3	9	4	1	4	9	0	6	20	4	0	1	3	
Pseudodiploria187183	0	0	0	4	1	0	5	1	1	1	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	1	1	0	0	0	0	4	1	0	0	1	0	4	0	8	6	1	4	14	5	0	1	0	
Pseudodiploria187184	3	1	12	6	0	1	0	8	8	7	15	18	1	0	1	1	19	9	22	1	0	2	0	1	6	8	10	1	8	5	3	2	20	4	9	12	18	13	0	7	17	0	18	27	16	0	5	5	
Pseudodiploria187185	0	0	0	0	0	0	0	0	4	1	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	1	3	2	1	0	1	
Pseudodiploria187186	1	1	3	0	0	0	0	4	3	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	1	8	0	0	0	0	
Pseudodiploria187187	2	0	1	5	0	0	3	0	6	6	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	2	6	1	0	0	4	2	4	0	0	0	0	0	2	3	11	0	0	4	
Pseudodiploria187188	13	3	10	24	0	3	3	12	25	20	12	29	6	4	6	3	5	13	24	2	0	2	0	1	1	13	30	2	25	4	2	7	7	2	20	18	30	2	0	9	28	2	34	59	27	0	0	11	
Pseudodiploria187189	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187190	18	0	19	12	0	4	4	29	20	23	26	13	11	1	2	6	3	2	17	3	1	1	1	1	4	8	15	5	11	4	12	4	18	5	10	9	43	3	2	6	35	14	41	25	35	0	0	9	
Pseudodiploria187192	0	1	12	0	0	0	0	4	1	5	3	3	0	1	0	0	0	9	6	0	0	0	1	0	0	5	1	0	1	0	0	1	0	0	1	3	8	2	0	1	6	1	2	4	8	0	8	0	
Pseudodiploria187194	4	2	7	3	0	0	1	7	2	5	5	7	1	1	2	0	4	3	2	1	1	0	0	0	2	6	6	1	4	3	11	4	8	0	4	6	18	0	0	2	12	0	4	12	4	0	0	4	
Pseudodiploria187195	1	0	0	2	0	1	0	3	0	3	1	4	2	3	0	0	0	0	4	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	6	4	4	0	0	0	1	0	6	3	3	0	1	2	
Pseudodiploria187196	11	6	13	17	0	7	13	22	22	41	12	35	17	5	8	0	11	14	38	3	1	3	0	17	4	26	33	9	11	9	7	20	6	11	11	33	27	28	4	15	36	3	52	63	49	1	3	23	
Pseudodiploria187197	1	0	0	0	0	0	0	1	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	5	3	1	0	0	0	
Pseudodiploria187198	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Pseudodiploria187199	0	0	0	1	0	0	0	1	1	3	0	2	0	0	0	0	4	1	1	0	0	0	0	0	0	6	0	0	0	0	3	2	1	0	1	2	2	0	0	2	1	0	1	6	1	0	0	5	
Pseudodiploria187200	61	14	29	53	0	11	14	65	108	84	72	101	58	9	13	9	23	40	70	13	10	8	11	20	13	65	82	9	65	16	21	59	41	20	25	78	123	39	2	27	80	4	186	158	75	0	13	72	
Pseudodiploria187201	8	5	14	17	0	4	3	19	15	25	13	33	24	1	5	2	9	10	14	2	1	1	1	2	2	39	26	6	14	0	4	7	2	5	14	22	27	4	3	8	20	0	24	49	33	0	6	7	
Pseudodiploria187202	4	0	0	1	0	0	0	0	0	5	4	1	2	0	0	0	0	0	4	0	5	0	0	1	0	0	5	4	0	0	6	3	0	0	2	0	1	0	0	5	2	0	2	3	2	0	0	0	
Pseudodiploria187203	13	1	4	5	1	7	7	18	10	11	15	26	13	3	7	1	4	10	17	1	2	1	1	5	5	19	17	6	12	5	8	11	9	8	10	13	21	9	0	7	27	3	49	44	44	2	1	13	
Pseudodiploria187204	0	0	0	0	0	0	0	0	0	0	1	6	0	2	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	4	2	0	0	0	0	
Pseudodiploria187205	3	0	3	2	0	0	9	4	5	9	2	3	2	0	0	1	2	0	5	0	1	0	0	0	0	2	4	4	2	1	1	3	3	0	0	4	3	1	0	0	5	4	11	11	0	0	0	1	
Pseudodiploria187206	3	1	3	0	0	7	1	2	1	13	9	0	4	1	6	3	1	2	9	0	0	1	4	2	0	4	0	0	1	0	1	1	9	2	7	2	5	1	0	4	4	0	2	2	0	0	1	10	
Pseudodiploria187207	0	0	0	0	0	0	1	7	0	3	1	2	0	0	0	1	0	0	6	0	0	0	0	0	2	8	0	0	0	0	0	1	0	0	0	3	10	0	0	0	5	1	0	4	0	0	1	0	
Pseudodiploria187208	4	0	5	8	0	2	3	9	4	18	7	16	7	1	6	2	7	1	9	2	3	0	2	1	1	6	8	5	6	2	5	0	4	3	4	9	17	2	1	8	5	4	9	19	8	0	1	1	
Pseudodiploria187209	72	10	54	116	2	23	11	55	78	36	116	136	82	12	12	8	46	111	21	13	10	12	7	8	17	31	48	12	27	37	44	27	131	44	33	19	255	6	4	24	84	39	48	98	127	4	11	113	
Pseudodiploria187210	1	1	0	4	0	0	0	11	8	5	2	9	8	0	1	0	2	0	1	0	0	1	0	2	0	3	6	2	7	0	3	10	1	5	3	1	13	3	1	3	3	0	14	5	6	0	2	3	
Pseudodiploria187211	10	0	6	6	0	1	0	7	8	7	3	16	3	0	8	8	1	6	12	1	1	0	2	0	3	14	3	1	9	1	1	2	5	2	1	7	6	0	1	9	23	0	12	12	7	0	2	3	
Pseudodiploria187212	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	
Pseudodiploria187213	9	8	3	6	0	1	2	19	22	16	8	22	8	0	3	1	4	2	10	3	3	0	0	4	2	11	19	4	10	5	2	6	5	1	5	15	18	12	3	6	15	0	32	30	21	0	2	16	
Pseudodiploria187214	10	0	10	9	0	2	5	11	25	23	13	30	10	4	9	5	5	5	14	8	0	1	1	1	2	20	21	6	6	3	2	11	4	5	4	16	11	6	0	3	28	2	15	28	11	0	6	19	
Pseudodiploria187215	4	0	0	1	0	1	1	2	3	4	1	5	7	5	4	1	4	0	1	0	0	0	0	0	0	0	4	0	1	0	0	2	0	1	1	1	0	0	0	0	2	0	0	5	1	2	0	1	
Pseudodiploria187216	2	0	2	2	0	0	0	1	0	6	5	7	3	0	0	1	1	2	0	0	1	0	4	3	0	3	0	0	1	0	1	3	1	0	6	1	2	1	0	8	0	1	0	7	3	0	1	1	
Pseudodiploria187217	36	15	38	62	8	10	11	40	93	52	55	115	22	21	21	7	46	56	66	8	15	9	3	12	10	73	89	10	44	24	17	32	42	19	35	41	78	62	5	28	62	8	170	184	130	2	17	61	
Pseudodiploria187218	14	5	18	12	0	4	0	21	21	38	16	21	7	0	2	4	21	14	61	8	1	7	1	5	5	37	23	0	6	8	0	17	32	13	10	28	44	9	1	13	38	2	28	53	13	2	4	19	
Pseudodiploria187219	4	1	3	0	0	0	3	4	3	0	2	9	7	2	1	2	8	3	2	0	0	0	0	0	0	8	2	0	3	2	1	2	2	0	1	10	5	1	0	0	5	1	15	19	5	0	3	1	
Pseudodiploria187220	35	15	20	9	1	12	6	37	34	36	20	44	23	5	15	7	12	18	32	7	3	2	1	15	7	35	27	7	18	4	17	23	18	13	21	21	48	6	5	36	76	8	68	52	34	0	9	24	
Pseudodiploria187221	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	
Pseudodiploria187222	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187223	0	0	0	2	0	0	0	0	5	0	0	3	1	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	1	0	1	0	0	0	7	0	5	0	0	1	0	0	2	8	4	0	0	1	
Pseudodiploria187224	22	0	1	1	0	11	7	6	9	38	11	9	18	2	37	1	7	4	9	0	3	0	0	1	0	15	4	2	1	2	5	13	18	1	4	9	16	6	2	11	13	1	6	14	9	0	1	17	
Pseudodiploria187225	15	8	8	11	2	13	8	6	19	24	10	20	18	1	6	4	5	16	18	1	0	1	1	13	3	16	27	8	10	3	2	8	4	2	10	18	19	16	1	5	22	3	25	35	24	2	9	9	
Pseudodiploria187226	14	1	1	2	1	3	2	16	31	66	29	24	4	1	15	4	0	4	27	2	1	1	0	3	2	8	19	0	2	1	20	17	2	2	25	15	16	4	0	35	16	3	17	34	1	0	1	28	
Pseudodiploria187227	13	12	4	16	0	1	5	13	19	17	9	27	2	1	2	2	21	13	16	3	2	0	0	1	3	16	28	2	7	7	4	7	1	5	2	5	13	8	0	1	16	1	30	48	29	0	0	8	
Pseudodiploria187228	5	2	5	3	0	2	0	6	7	4	11	8	2	3	3	1	1	1	3	0	0	0	3	0	2	4	12	1	6	5	3	3	2	1	13	4	4	1	0	1	9	3	11	8	16	0	2	8	
Pseudodiploria187229	662	124	265	573	5	149	197	382	520	701	422	719	520	142	268	98	223	428	612	66	66	64	52	161	137	484	504	182	328	131	284	272	250	137	299	421	664	287	37	305	499	64	838	1150	628	7	177	426	
Pseudodiploria187230	5	1	1	3	0	0	5	1	6	12	3	7	6	1	0	2	0	2	3	0	0	1	0	2	1	3	8	0	4	0	4	7	1	0	0	9	8	1	0	4	8	0	17	13	10	2	5	18	
Pseudodiploria187231	0	0	0	1	0	0	2	1	3	3	0	4	0	1	1	0	1	0	4	0	0	0	1	3	1	0	1	1	2	0	4	0	0	2	0	0	4	0	0	1	3	0	2	2	0	0	0	0	
Pseudodiploria187232	3	2	7	4	0	1	1	14	19	14	9	18	13	1	3	3	13	10	10	3	0	2	0	3	1	22	11	5	11	5	2	6	9	7	6	9	21	5	0	4	21	3	33	28	14	0	5	12	
Pseudodiploria187233	4	0	1	0	0	4	4	0	3	21	0	3	6	0	4	0	0	1	2	0	0	3	0	1	1	1	6	9	0	1	8	7	0	0	4	0	0	1	0	9	3	0	3	1	5	0	3	9	
Pseudodiploria187234	1	0	5	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	4	0	0	1	0	2	0	0	0	0	0	0	9	1	0	0	0	
Pseudodiploria187235	4	0	2	4	0	0	0	1	0	3	1	4	1	0	1	0	0	0	9	0	1	0	0	0	0	4	3	0	1	0	0	0	0	0	10	1	4	0	0	0	2	0	4	6	1	0	0	1	
Pseudodiploria187236	1	0	0	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	4	2	0	1	2	0	2	2	0	2	0	5	3	0	0	0	0	0	4	1	0	0	0	
Pseudodiploria187238	6	4	4	9	2	3	4	6	8	6	6	12	11	2	2	4	4	1	2	2	0	1	0	1	6	6	16	2	2	9	0	15	2	3	5	19	24	3	1	6	11	4	22	24	17	0	0	4	
Pseudodiploria187239	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187240	8	3	15	15	0	2	2	21	9	14	26	31	13	0	0	1	18	18	23	7	5	2	2	4	4	27	18	4	8	6	6	11	16	5	8	31	41	3	1	11	42	8	32	48	24	0	1	6	
Pseudodiploria187241	8	0	2	2	0	2	1	3	3	4	4	3	7	0	7	0	3	2	5	2	0	0	0	1	1	2	4	3	0	0	2	4	8	1	0	5	7	7	1	1	0	0	6	9	5	0	0	1	
Pseudodiploria187242	0	0	1	0	0	0	0	0	3	1	1	5	5	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	2	1	0	5	0	
Pseudodiploria187243	1	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
Pseudodiploria187244	3	0	1	5	0	0	0	1	5	4	0	2	2	0	2	0	0	2	2	0	0	0	0	0	1	1	3	2	3	0	3	3	3	1	2	0	1	0	0	2	4	0	6	14	6	0	0	2	
Pseudodiploria187245	13	1	17	1	0	1	3	15	24	32	38	19	5	3	7	5	12	7	35	0	2	7	1	5	3	31	11	2	7	4	0	9	19	5	12	23	45	1	2	10	25	1	18	38	4	2	3	15	
Pseudodiploria187246	1	0	0	0	0	0	0	3	4	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187247	0	0	0	3	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	
Pseudodiploria187248	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	0	1	0	0	0	
Pseudodiploria187249	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	2	
Pseudodiploria187250	1	0	2	1	0	1	3	7	4	6	2	3	7	1	2	0	0	3	0	0	0	0	0	1	0	0	11	0	0	2	3	2	0	2	2	2	7	0	1	1	11	0	16	16	3	0	4	11	
Pseudodiploria187251	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	4	0	4	3	0	2	0	0	1	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	3	
Pseudodiploria187252	0	0	3	1	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	4	1	0	0	0	1	
Pseudodiploria187253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	
Pseudodiploria187254	2	0	0	0	0	0	3	0	0	8	1	0	0	0	3	0	4	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	1	0	3	0	0	0	1	1	2	0	0	0	0	0	3	0	
Pseudodiploria187255	0	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	1	1	0	3	5	0	0	0	1	4	0	0	2	0	0	1	2	4	0	0	0	
Pseudodiploria187256	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187257	0	0	1	0	0	0	0	0	0	1	1	3	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	1	0	
Pseudodiploria187258	10	6	8	12	1	9	5	12	22	20	7	40	18	9	2	4	7	4	9	3	0	1	0	1	2	20	13	0	12	1	4	10	2	0	6	16	23	4	0	12	16	0	38	23	25	0	2	9	
Pseudodiploria187259	1	0	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	
Pseudodiploria187260	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Pseudodiploria187261	8	0	2	5	0	0	0	6	1	0	2	5	0	0	0	0	6	2	1	0	0	0	2	0	0	2	0	0	0	0	3	2	0	1	0	3	3	0	0	3	0	1	1	1	0	0	0	0	
Pseudodiploria187262	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187263	7	1	8	11	0	6	3	11	40	28	11	37	17	2	17	9	7	16	37	1	1	1	1	9	4	15	25	5	3	5	10	17	6	2	6	29	34	4	2	19	38	0	49	56	21	0	2	12	
Pseudodiploria187264	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	
Pseudodiploria187265	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
Pseudodiploria187266	8	0	4	3	0	2	0	3	3	4	4	10	3	1	1	0	1	5	6	0	0	1	0	0	0	7	9	0	3	0	0	1	0	0	2	3	4	3	0	3	12	0	12	17	8	0	0	1	
Pseudodiploria187267	896	197	692	1143	23	244	324	1136	1314	1676	1067	2117	1006	210	509	233	579	853	1507	306	152	101	72	284	250	1475	1532	324	674	280	542	760	582	310	802	1409	2003	617	98	795	1741	214	2298	2984	1560	39	286	1075	
Pseudodiploria187268	10	0	3	3	0	0	0	1	6	5	1	5	1	0	0	0	0	6	2	0	0	0	0	0	0	2	1	0	5	0	0	2	0	0	0	4	1	0	0	0	2	0	1	7	7	0	0	0	
Pseudodiploria187269	1	0	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	0	
Pseudodiploria187270	8	3	16	34	3	11	4	33	23	24	23	55	24	6	16	7	6	7	36	1	2	4	0	6	8	24	38	1	7	1	5	19	16	10	13	28	52	12	0	12	37	4	58	77	38	1	5	23	
Pseudodiploria187271	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	
Pseudodiploria187273	350	101	238	427	9	94	135	421	544	612	488	831	340	114	190	60	184	316	560	62	55	26	28	88	100	524	624	99	286	91	190	291	176	123	309	489	753	254	28	292	637	70	1080	1293	662	9	116	371	
Pseudodiploria187274	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Pseudodiploria187275	13	9	14	5	0	2	3	9	2	33	10	11	3	2	10	2	6	3	17	2	0	4	1	4	2	11	8	2	8	2	12	11	4	4	12	17	4	0	2	12	21	1	17	6	7	0	1	12	
Pseudodiploria187276	0	0	1	0	0	0	0	0	2	2	2	1	1	0	0	1	0	1	1	0	0	0	1	0	0	2	0	2	0	0	5	1	0	0	5	0	2	1	0	2	0	0	1	3	0	0	0	1	
Pseudodiploria187277	24	14	9	23	0	4	5	24	20	35	12	14	11	7	4	1	13	12	35	3	1	2	0	8	3	31	27	10	6	1	8	9	17	18	12	21	34	10	1	22	31	0	20	39	15	0	4	27	
Pseudodiploria187278	0	0	1	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187279	3	0	2	9	0	2	2	5	3	6	3	12	5	3	7	0	1	2	14	2	1	0	1	0	0	7	10	3	4	0	4	8	1	3	6	9	23	14	2	4	14	2	14	14	4	0	0	4	
Pseudodiploria187280	8	4	1	2	0	0	0	2	3	6	1	6	2	0	0	0	0	2	1	0	1	1	1	2	0	4	4	1	0	0	3	2	1	0	0	1	9	6	1	3	3	0	4	4	6	0	1	4	
Pseudodiploria187281	3	0	4	0	0	1	0	0	4	0	4	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4	0	0	0	0	1	0	0	2	1	2	8	2	0	0	0	
Pseudodiploria187282	50	8	23	12	1	23	17	36	45	75	32	60	57	4	14	9	19	41	75	4	4	2	3	14	2	35	38	14	16	7	26	39	19	5	35	38	43	20	2	34	56	3	72	86	37	0	12	44	
Pseudodiploria187283	51	3	29	31	15	15	9	51	37	71	29	84	39	1	14	4	16	39	56	7	5	3	4	12	7	44	58	20	27	4	20	25	39	10	34	35	48	19	3	29	53	6	135	110	73	3	13	24	
Pseudodiploria187284	10	0	6	3	0	2	0	2	4	11	6	6	4	0	4	1	4	2	6	2	0	0	0	1	0	7	7	0	1	0	0	12	1	0	2	2	0	9	0	1	4	0	2	6	14	2	0	3	
Pseudodiploria187285	0	0	5	0	0	0	0	4	0	2	1	1	0	0	0	0	0	3	2	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	5	4	2	0	0	0	3	2	3	0	3	0	0	0	
Pseudodiploria187286	0	0	0	2	0	1	0	3	3	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	1	3	1	0	3	4	4	0	0	0	0	0	0	6	1	0	0	3	
Pseudodiploria187287	23	5	15	26	0	4	9	11	38	47	27	57	22	4	10	5	29	33	46	7	1	13	4	0	11	28	64	23	16	7	7	32	14	16	29	37	26	20	2	12	46	4	59	114	25	0	13	36	
Pseudodiploria187288	2	3	4	1	0	0	0	17	0	3	2	9	0	0	1	1	6	6	9	2	1	0	0	1	0	12	2	0	1	1	1	1	0	1	4	10	11	0	0	7	9	0	8	3	7	3	0	4	
Pseudodiploria187289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	
Pseudodiploria18729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187290	0	3	1	0	0	2	0	2	2	2	2	2	6	0	2	0	1	0	3	0	0	0	0	0	0	5	6	0	0	0	0	1	0	1	5	1	1	1	0	3	1	2	1	2	0	0	0	5	
Pseudodiploria187291	20	3	3	11	0	2	5	1	8	35	5	14	14	0	3	3	0	7	12	2	3	0	1	0	2	10	14	1	6	1	6	12	7	1	9	23	17	10	1	13	27	2	31	51	14	0	0	21	
Pseudodiploria187292	3	0	1	7	0	1	5	0	4	4	1	11	0	6	1	0	2	1	3	0	0	1	0	3	0	5	1	4	0	0	0	2	1	1	3	0	2	4	0	2	8	0	2	6	0	4	0	2	
Pseudodiploria187293	19	6	13	7	0	6	3	22	27	28	13	33	14	2	3	2	7	8	20	0	2	0	0	2	6	22	13	3	13	3	3	11	14	3	4	15	28	13	1	16	21	3	59	39	16	1	1	17	
Pseudodiploria187294	5	1	2	3	0	0	0	2	0	6	2	6	0	0	1	0	0	0	2	0	0	0	0	1	1	2	3	0	0	0	3	2	4	0	1	0	2	0	0	3	0	0	4	2	0	0	1	0	
Pseudodiploria187295	9	3	6	10	0	4	2	6	9	9	3	20	7	4	0	0	2	6	8	4	1	0	0	7	2	8	12	1	3	8	3	3	10	2	2	6	18	3	0	0	14	2	10	24	15	0	5	11	
Pseudodiploria187296	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
Pseudodiploria187297	1	0	2	1	0	0	4	1	4	9	3	13	1	0	0	0	0	1	0	0	0	0	0	1	1	6	2	1	7	0	0	0	2	0	2	0	2	2	0	1	0	0	15	15	2	0	0	3	
Pseudodiploria187298	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	
Pseudodiploria187299	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	
Pseudodiploria187300	5	1	13	23	0	2	5	11	10	5	11	23	7	0	2	0	9	1	9	0	0	0	1	3	2	8	11	1	4	1	8	7	1	2	2	10	5	1	1	1	4	2	12	39	8	0	1	9	
Pseudodiploria187301	24	11	33	41	0	8	17	34	55	76	24	71	43	8	14	7	30	33	58	4	2	5	2	15	15	56	76	13	43	6	55	35	18	12	31	61	80	25	7	23	74	8	102	152	80	0	6	32	
Pseudodiploria187302	3	0	1	0	0	0	0	0	7	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	3	1	0	6	0	1	5	1	0	0	0	1	0	0	2	9	0	2	0	1	0	0	0	
Pseudodiploria187303	2	1	1	1	0	2	7	2	9	21	7	8	15	2	0	4	5	8	15	0	1	0	0	5	1	6	27	4	6	1	0	2	2	0	10	6	13	9	0	20	7	0	15	40	21	1	0	6	
Pseudodiploria187304	460	163	462	666	15	267	297	665	851	1246	579	1377	573	211	405	141	429	481	1081	130	105	84	61	249	147	687	974	284	486	253	562	584	398	207	528	732	1063	518	55	491	1003	145	1396	2026	1098	25	269	871	
