	Acer-005	Acer-009	Acer-019	Acer-021	Acer-022	Acer-029	Acer-030	Acer-034	Acer-038	Acer-041	Acer-042	Acer-043	Acer-045	Acer-055	Acer-056	Acer-057	Acer-059	Acer-063	Acer-064	Acer-068	Acer-069	Acer-072	Acer-074	Acer-078	Acer-079	Acer-082	Acer-083	Acer-089	Acer-091	Acer-094	Acer-095	Acer-096	Acer-097	Acer-102	Acer-106	Acer-108	Acer-110	Acer-112	Acer-113	Acer-114	Acer-123	Acer-124	Acer-137	Acer-139	Acer-141	Acer-143	Acer-146	Acer-150	
Acropora580	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora582	17	29	19	17	26	21	6	26	36	19	24	11	14	17	52	23	21	14	42	8	12	9	11	19	9	13	25	12	29	21	16	34	21	26	27	17	26	48	21	8	17	43	23	49	31	27	16	31	
Acropora583	1	4	3	1	1	1	1	2	1	1	5	2	4	4	6	3	3	2	4	1	1	0	1	3	1	2	4	3	1	3	0	4	1	2	1	0	0	4	4	3	1	0	0	0	6	0	3	4	
Acropora584	41	63	47	40	61	47	62	59	39	40	62	51	40	62	55	30	30	56	69	16	15	9	19	41	17	8	37	12	30	60	42	79	34	46	39	11	61	62	25	10	24	49	85	65	27	25	19	47	
Acropora585	20	34	38	21	19	20	36	31	17	16	33	21	7	27	16	22	10	30	31	1	3	0	9	21	15	5	25	5	16	28	13	43	11	19	15	7	38	33	22	8	6	22	27	32	8	12	8	18	
Acropora586	26	34	36	19	38	28	35	30	13	21	32	20	15	27	21	18	17	34	43	10	12	10	19	25	17	10	25	5	20	47	22	41	9	15	28	10	44	36	20	13	9	24	47	36	41	20	12	37	
Acropora587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora588	80	84	76	39	74	76	77	134	37	64	89	71	34	65	51	30	38	76	121	14	23	3	26	78	56	26	55	15	36	54	84	110	35	67	43	10	82	102	66	27	25	50	73	134	56	22	17	66	
Acropora589	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	3	0	1	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	4	1	1	0	
Acropora59	1	2	0	0	1	0	3	1	1	2	0	0	3	1	0	1	0	3	2	0	0	0	0	0	2	0	1	4	0	0	0	1	0	0	3	0	1	0	3	1	0	0	3	2	3	0	3	1	
Acropora590	0	2	0	4	0	1	4	1	3	2	1	2	2	3	1	1	0	1	0	1	0	0	0	0	2	0	1	0	0	4	0	4	0	0	1	0	3	2	3	0	1	0	6	3	4	0	2	1	
Acropora591	0	2	1	0	1	1	1	2	0	3	0	1	0	3	2	1	1	1	1	1	2	2	1	0	0	0	4	0	2	1	0	1	0	5	0	0	5	1	1	0	0	2	3	3	0	0	0	0	
Acropora592	5	5	6	6	6	8	3	11	1	5	2	6	5	8	3	2	5	2	8	0	1	0	1	9	5	4	10	0	1	7	6	6	6	8	4	3	8	11	3	1	1	6	13	4	3	4	5	5	
Acropora593	11	10	8	6	7	13	8	7	4	4	9	7	2	10	8	4	7	8	13	0	1	1	6	13	5	4	9	2	1	3	9	12	9	7	3	2	9	15	9	5	7	2	10	9	3	3	1	6	
Acropora594	3	7	3	2	3	0	4	9	2	4	5	4	6	2	7	4	0	6	3	1	0	0	2	6	0	0	5	0	1	1	3	11	1	3	6	3	3	3	5	0	1	3	1	6	5	0	1	2	
Acropora595	40	150	126	76	108	61	82	76	46	84	146	97	43	140	52	65	54	83	83	17	33	5	47	64	28	26	98	6	30	72	54	55	49	102	38	18	86	119	57	12	23	66	80	85	54	31	24	97	
Acropora596	15	28	23	17	32	26	22	40	11	18	29	25	13	23	17	5	9	23	21	3	11	0	12	17	7	7	20	3	1	15	29	30	10	18	20	3	22	30	22	8	6	20	23	40	16	3	4	19	
Acropora597	0	1	0	0	4	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	1	1	0	1	1	0	0	3	0	0	0	0	1	1	1	0	0	0	
Acropora598	23	44	43	17	33	37	39	39	9	33	45	36	17	38	15	18	23	36	51	9	12	6	18	29	8	11	36	2	8	44	41	64	12	32	24	12	30	50	15	8	10	24	37	49	29	9	12	23	
Acropora599	148	156	158	88	195	136	108	233	53	118	174	139	86	111	84	43	52	166	178	37	34	27	48	209	58	44	75	34	37	101	180	136	68	112	131	22	136	210	73	35	59	163	61	155	54	29	52	90	
Acropora60	30	21	24	19	26	20	22	39	31	34	22	27	15	18	59	68	48	58	27	1	21	7	16	38	19	32	14	7	7	34	50	14	19	14	24	28	20	38	31	31	11	14	22	33	23	11	8	22	
Acropora600	6	22	27	17	21	15	23	26	5	10	20	21	1	23	10	8	8	14	32	4	3	0	6	26	2	8	20	4	0	10	26	31	6	14	5	0	26	24	12	6	6	6	16	24	17	4	4	13	
Acropora601	59	76	67	47	56	58	76	55	42	52	54	53	23	67	78	56	53	39	86	16	41	2	33	37	22	43	52	9	27	70	44	81	33	40	30	8	43	62	54	34	35	23	43	74	47	14	20	49	
Acropora602	726	735	723	462	819	657	839	1112	285	640	977	810	293	589	430	226	309	714	792	175	191	67	340	643	270	176	589	181	185	487	694	1023	237	507	557	144	639	1062	468	164	270	566	470	743	367	185	245	589	
Acropora603	11	38	40	37	42	23	27	21	20	30	55	46	15	29	27	13	15	25	22	8	5	2	8	14	4	4	28	5	9	53	9	17	20	32	17	7	52	51	10	5	6	19	20	19	16	5	8	34	
Acropora604	1	11	5	4	4	3	7	0	2	7	7	11	7	6	1	2	2	6	1	0	0	0	0	1	3	0	5	0	0	12	0	1	1	4	4	0	12	8	1	0	0	13	4	0	2	3	5	5	
Acropora605	21	27	26	15	28	22	24	19	31	14	27	8	10	21	23	12	7	21	36	3	6	3	9	18	10	4	14	5	16	18	23	24	25	14	28	5	14	25	20	13	13	24	22	31	20	14	8	18	
Acropora606	2	4	10	3	6	2	4	3	1	3	4	3	4	1	4	2	3	1	5	5	0	0	1	1	1	2	2	1	3	4	4	3	1	1	5	0	8	2	2	4	3	2	1	5	3	6	1	4	
Acropora607	2	4	2	6	2	3	2	3	2	6	3	2	0	4	3	3	3	1	1	0	1	0	4	3	0	2	4	0	0	9	8	12	1	4	0	2	1	19	2	1	1	2	1	3	4	2	0	1	
Acropora609	11	10	3	6	9	11	8	10	9	10	7	12	8	12	20	6	6	8	16	6	4	6	6	3	1	5	18	5	5	11	11	15	5	9	4	1	9	12	9	3	10	5	7	19	1	5	2	11	
Acropora61	0	3	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	
Acropora610	4	1	6	0	4	4	2	3	3	3	6	0	4	3	1	1	2	0	7	0	1	0	0	2	1	0	5	0	2	4	3	6	1	0	0	0	5	5	4	1	1	0	1	5	2	1	3	2	
Acropora611	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	
Acropora612	3	5	1	2	2	3	1	5	3	4	2	1	4	3	3	4	3	6	6	1	1	0	1	4	1	1	3	0	1	0	6	5	0	2	2	2	5	6	3	0	0	1	4	4	2	0	0	3	
Acropora613	5	14	6	3	6	11	5	16	2	5	9	13	1	11	7	4	4	10	11	0	1	2	1	7	5	1	3	1	0	3	4	5	0	5	7	1	11	13	6	3	0	0	7	8	2	2	1	11	
Acropora614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Acropora615	1	1	0	0	0	1	0	1	0	3	1	0	4	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	3	0	0	0	2	1	2	0	0	0	0	0	0	0	0	1	0	1	
Acropora616	28	40	35	34	35	37	28	30	22	32	32	36	21	33	25	33	31	25	31	6	28	6	19	22	12	28	35	9	26	37	22	38	35	27	23	7	36	43	34	14	19	31	30	48	35	11	21	38	
Acropora617	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora619	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	8	
Acropora62	7	8	7	4	2	5	12	3	9	3	5	9	4	3	9	1	5	7	6	3	2	3	3	5	4	3	2	1	7	3	7	8	3	7	3	4	12	3	8	1	2	12	15	11	2	3	4	3	
Acropora620	0	6	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3	1	0	1	0	0	0	0	2	0	0	0	0	2	0	
Acropora621	2	4	1	0	0	1	1	3	2	0	3	2	0	0	2	2	3	0	3	0	2	0	2	1	2	1	3	0	1	7	1	5	2	1	0	1	2	2	6	2	0	0	3	7	1	3	0	2	
Acropora622	4	4	3	4	2	5	2	9	3	1	8	7	2	4	1	4	0	1	9	1	2	1	0	0	2	1	1	0	0	4	5	6	1	6	1	0	1	9	3	2	1	6	2	6	5	0	0	3	
Acropora623	13	33	8	17	13	16	13	13	6	19	22	23	8	18	9	22	10	9	24	13	7	4	7	13	10	8	17	0	4	21	12	21	10	7	13	9	17	17	10	2	6	11	20	26	20	5	8	13	
Acropora625	15	34	40	15	27	18	17	31	8	15	18	26	12	17	10	4	5	7	24	2	13	5	3	20	16	3	26	0	7	16	15	37	5	14	17	5	16	17	23	13	9	19	23	44	46	1	15	23	
Acropora626	0	252	593	0	4	0	5	0	0	0	0	0	0	1	1	758	0	955	25	1	0	0	0	1	4	2	1	1	9	0	0	0	1	0	0	1	71	1	0	0	4	4	1	4	0	0	6	1	
Acropora627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora628	3	1	0	1	0	0	0	0	0	0	2	3	0	1	0	1	0	0	0	0	1	2	0	1	0	0	0	0	1	1	0	1	3	0	0	2	1	1	1	0	0	0	2	0	2	0	0	0	
Acropora629	0	2	0	2	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Acropora63	62	72	71	23	47	40	49	109	31	85	95	50	6	74	43	21	44	40	92	11	32	1	34	63	33	24	69	9	18	53	103	113	42	71	47	9	16	120	41	23	20	42	55	108	63	26	28	51	
Acropora630	0	5	1	0	0	0	0	0	0	1	1	0	0	0	0	47	0	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
Acropora631	4	2	1	3	3	1	13	3	7	4	8	4	3	9	10	0	2	2	4	1	0	0	0	3	1	0	0	0	1	5	1	2	5	0	5	1	3	5	3	0	0	0	4	2	4	0	1	3	
Acropora632	3	17	13	7	16	0	14	4	8	4	9	11	17	12	8	14	4	17	5	2	0	3	1	0	0	1	10	2	6	14	5	3	8	11	4	3	18	20	1	0	0	10	11	2	1	1	10	9	
Acropora633	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Acropora634	2	3	2	1	7	4	3	4	0	2	1	4	1	4	1	0	2	0	5	0	0	0	1	4	0	0	2	0	1	1	1	7	1	3	0	0	2	3	2	2	2	0	0	3	1	1	0	2	
Acropora635	0	2	9	2	6	1	5	2	0	1	3	7	6	3	2	0	3	8	3	3	0	0	0	1	0	0	4	0	4	2	2	3	0	1	0	3	7	1	1	1	0	0	1	1	0	1	1	1	
Acropora636	22	31	29	30	16	22	24	32	8	23	33	18	13	24	20	17	8	21	27	2	3	2	11	27	8	7	18	3	7	26	22	25	16	34	15	5	16	51	12	1	5	13	18	32	13	6	8	19	
Acropora637	2	3	2	1	4	2	4	6	10	3	5	2	3	2	3	2	6	5	4	0	2	1	3	0	4	1	1	1	2	3	1	7	3	3	2	3	3	6	3	2	0	1	5	3	2	0	1	6	
Acropora638	4	2	1	1	1	0	2	1	3	3	1	4	0	0	0	0	1	0	3	1	0	0	1	2	0	0	0	0	0	0	4	2	1	1	0	0	1	3	0	1	0	0	1	0	0	0	1	2	
Acropora639	10	6	5	3	3	7	5	15	5	6	10	7	5	11	3	2	1	2	7	1	3	0	3	3	7	1	5	0	0	8	8	4	1	10	3	2	13	7	0	0	3	3	9	22	11	3	1	5	
Acropora64	42	31	27	29	43	30	36	28	33	25	27	33	31	26	39	29	34	14	20	6	22	10	21	23	14	13	36	1	10	35	34	61	17	27	25	17	25	26	37	13	17	21	22	47	30	17	12	28	
Acropora640	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora641	4	7	8	6	9	16	3	6	12	12	17	5	1	16	6	2	4	6	12	4	4	2	4	9	2	0	5	6	7	13	8	19	4	5	7	4	2	15	12	10	7	8	5	11	9	2	3	13	
Acropora642	1	0	0	0	2	0	1	3	4	2	0	1	1	1	5	6	3	3	2	1	0	2	2	3	7	1	4	2	6	1	2	5	2	3	1	0	4	0	2	0	5	6	4	2	2	3	2	0	
Acropora643	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	
Acropora644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora645	1	9	2	5	2	6	5	3	0	5	6	0	1	4	2	0	5	0	1	0	0	0	1	6	1	0	4	1	2	4	1	7	2	5	0	0	1	7	0	0	0	0	4	5	10	1	3	2	
Acropora646	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Acropora648	3	5	3	4	4	7	9	1	0	3	5	4	2	5	2	0	0	1	8	1	0	0	1	3	0	2	5	2	4	2	3	3	2	2	4	2	7	9	1	0	0	0	3	1	0	0	0	3	
Acropora65	24	77	58	31	51	41	71	51	43	47	97	52	39	36	31	24	25	54	49	14	13	8	37	27	14	10	53	10	18	33	30	52	21	37	29	9	38	65	27	13	10	31	70	36	21	15	13	38	
Acropora650	6	10	2	4	3	5	6	8	3	7	12	6	3	2	4	5	2	0	11	1	4	0	3	7	5	3	7	1	0	9	4	7	4	7	1	2	9	5	2	2	3	4	3	4	3	2	0	5	
Acropora651	5	0	6	0	2	0	1	4	3	1	3	5	1	0	0	0	0	0	6	0	0	1	0	1	0	0	1	0	0	4	4	0	0	1	0	0	1	0	1	2	0	2	2	2	0	0	0	1	
Acropora652	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	
Acropora653	0	0	0	0	1	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	2	2	4	0	3	2	1	1	1	0	3	0	1	0	0	0	
Acropora654	19	35	39	24	38	26	66	55	19	38	52	31	22	19	18	14	23	45	24	8	6	4	12	31	11	10	36	6	16	22	33	39	9	28	23	6	33	50	24	10	4	32	27	26	13	6	14	19	
Acropora656	4	1	4	1	3	2	2	2	0	2	2	1	0	5	2	2	2	4	2	1	1	0	2	1	2	0	1	0	0	3	2	4	1	1	1	0	0	3	4	4	1	2	1	3	2	5	2	1	
Acropora657	1	0	2	1	0	1	0	0	1	2	3	3	0	3	1	0	7	0	3	0	0	0	0	0	0	0	1	0	0	2	2	3	0	0	0	0	0	0	0	4	1	2	3	3	0	0	2	0	
Acropora658	31	11	12	9	17	31	25	43	3	4	3	9	18	6	3	4	4	10	26	6	14	1	4	20	11	5	4	3	3	5	24	56	0	2	32	2	17	12	27	11	5	19	16	38	16	0	9	9	
Acropora659	32	3	9	32	6	49	8	37	37	36	71	2	0	51	25	12	29	4	51	0	21	0	20	19	31	19	56	2	5	65	40	77	29	62	27	2	2	33	32	15	25	0	14	104	69	15	1	48	
Acropora66	2	8	10	3	4	2	2	9	1	2	11	3	2	5	4	2	5	1	5	3	3	0	4	1	1	1	3	5	2	3	4	7	1	3	3	1	1	4	5	1	0	3	1	8	2	3	2	2	
Acropora660	5	10	12	7	16	11	3	9	9	13	19	9	5	8	21	9	18	9	3	16	5	4	3	10	9	12	9	4	6	15	11	14	21	7	11	16	6	11	24	5	6	8	20	18	14	14	4	8	
Acropora661	1	0	1	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	3	0	0	0	0	0	
Acropora662	2	0	1	0	1	1	1	3	0	1	2	2	0	1	0	1	0	1	3	1	3	0	0	3	2	0	0	0	0	1	2	3	1	0	0	0	1	1	0	0	2	0	3	3	0	1	1	3	
Acropora663	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora664	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora665	7	0	3	5	2	5	0	2	6	8	11	1	0	3	19	6	11	7	7	0	2	0	3	2	3	2	3	0	0	5	3	9	6	8	3	0	0	9	6	2	2	0	1	2	6	8	0	3	
Acropora667	8	11	10	17	12	15	11	10	17	20	14	13	7	15	8	4	11	7	15	5	7	1	11	8	5	3	16	4	7	15	8	20	3	16	8	9	9	12	11	2	4	11	9	18	4	6	10	13	
Acropora669	8	0	0	15	1	6	0	3	7	16	12	1	0	9	23	10	18	7	2	0	1	0	1	4	4	2	7	0	0	15	13	7	5	3	4	0	1	11	0	3	4	0	0	7	4	8	0	17	
Acropora67	7	9	8	19	11	11	8	18	4	13	11	15	7	8	18	16	11	6	12	2	11	2	4	5	3	5	6	1	6	14	11	14	3	13	12	0	8	24	10	5	5	8	11	20	17	2	7	10	
Acropora670	2	3	3	1	3	2	3	4	4	2	2	3	0	6	0	0	3	5	0	1	0	0	3	1	0	0	0	1	2	6	1	3	5	3	1	0	2	3	1	0	1	3	3	1	0	1	0	6	
Acropora671	14	20	32	28	22	18	40	21	20	18	39	27	25	16	28	18	25	16	32	19	23	7	24	17	12	18	18	20	24	25	14	40	9	14	22	17	29	24	26	18	5	16	30	23	15	20	25	19	
Acropora672	25	10	14	17	10	19	14	13	6	11	21	15	7	16	16	10	20	11	22	2	9	1	5	22	8	7	21	2	5	14	23	24	4	19	18	3	16	27	16	8	3	8	13	22	10	5	3	11	
Acropora673	25	36	15	37	31	33	31	34	14	27	68	24	20	34	30	21	20	18	30	9	14	1	13	17	3	6	33	5	9	39	28	24	26	33	12	4	29	40	28	10	9	18	31	34	6	21	9	38	
Acropora674	10	13	15	17	14	12	12	11	2	7	25	11	6	11	6	6	16	10	14	4	1	1	6	6	6	2	14	6	1	13	13	4	7	11	5	5	12	29	7	3	0	7	13	14	10	7	0	15	
Acropora675	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	
Acropora678	0	0	3	1	2	2	7	3	0	1	2	2	0	2	3	0	0	7	2	0	0	0	3	1	2	0	2	0	0	1	3	1	0	0	2	1	2	0	3	0	1	0	0	0	0	0	0	0	
Acropora679	1	0	1	1	2	1	1	1	0	2	1	3	0	0	0	2	1	0	1	1	0	0	1	0	0	0	3	0	1	1	0	1	0	2	1	0	5	1	1	0	1	1	0	2	2	2	0	0	
Acropora68	20	24	26	7	20	20	15	18	22	21	24	13	11	23	18	34	20	24	27	12	25	1	13	17	6	17	9	2	7	20	19	30	9	16	20	8	16	34	24	11	12	7	28	31	26	6	10	18	
Acropora680	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Acropora681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	3	0	0	
Acropora683	7	7	7	16	8	76	15	8	5	7	8	10	27	3	7	4	3	2	3	5	14	2	4	7	24	11	11	4	2	7	13	25	7	11	12	1	40	16	12	15	13	9	22	9	9	1	4	1	
Acropora684	1	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	1	0	1	1	2	0	0	3	
Acropora685	0	0	1	0	1	0	3	0	1	1	1	2	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	2	1	0	0	0	1	1	0	0	1	0	2	
Acropora686	43	77	45	33	32	46	60	39	21	26	56	46	33	43	32	24	37	35	59	3	22	0	15	19	21	23	45	4	8	70	34	52	26	36	31	16	34	56	61	21	13	25	72	78	59	22	17	28	
Acropora687	314	489	402	182	378	367	482	439	171	239	301	327	164	276	287	197	139	272	417	56	144	41	146	269	130	234	252	35	112	317	366	390	206	306	391	105	250	473	313	186	213	224	480	531	387	139	151	233	
Acropora688	2	7	7	3	9	5	10	8	6	9	6	7	4	6	9	0	8	2	4	0	1	0	7	2	2	2	8	0	3	4	3	9	2	7	1	8	9	5	8	4	7	1	5	6	6	5	0	4	
Acropora689	1	0	0	2	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	3	0	0	0	1	0	0	1	0	2	0	0	0	1	0	
Acropora69	23	18	23	14	13	18	17	23	9	14	26	18	11	20	20	14	15	13	21	7	10	2	16	14	8	10	30	13	34	21	18	28	17	38	16	10	23	39	24	11	7	16	25	34	39	11	12	29	
Acropora690	22	38	34	26	28	9	64	32	22	26	38	36	20	27	34	15	23	29	32	3	3	0	9	16	13	11	31	4	8	28	29	48	27	26	12	5	23	43	16	8	14	18	43	44	20	3	16	20	
Acropora691	9	10	14	10	8	4	15	10	17	16	15	14	7	13	28	16	13	7	12	7	5	1	9	13	3	10	2	5	11	8	10	20	5	13	14	5	6	28	5	5	7	13	2	18	14	23	6	11	
Acropora692	6	1	2	5	2	3	1	2	2	0	0	1	1	3	2	0	0	0	0	0	1	0	1	1	0	4	1	0	0	1	1	1	4	3	2	0	0	0	1	1	0	3	1	4	4	0	0	0	
Acropora693	849	1057	1203	586	1007	974	1418	1402	414	755	1110	1017	410	831	503	244	505	1035	1126	262	212	138	415	886	372	260	797	182	246	746	1010	1023	361	771	946	215	775	1206	549	277	347	653	935	1302	544	269	328	683	
Acropora694	56	94	67	37	58	64	84	73	100	81	54	37	41	49	161	118	97	36	57	14	81	24	55	29	36	105	62	5	54	79	60	94	95	67	76	47	50	91	128	72	74	50	99	105	149	33	54	44	
Acropora696	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	3	1	0	0	0	0	1	
Acropora697	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	
Acropora698	1	3	0	6	5	4	2	8	5	5	5	5	0	2	4	3	10	4	5	2	6	0	1	3	6	3	4	1	3	6	1	5	8	1	4	4	7	3	2	0	4	0	2	5	3	6	6	2	
Acropora699	0	0	0	1	1	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora70	111	112	98	79	140	113	123	141	49	97	133	107	54	113	79	75	78	109	134	44	66	19	61	107	53	34	110	25	33	86	121	161	63	106	89	37	93	173	85	33	21	62	103	132	87	35	37	87	
Acropora700	3	4	5	3	3	2	2	3	0	1	3	3	0	2	0	3	0	1	5	2	0	2	1	2	3	0	7	1	0	3	3	2	1	2	0	1	2	10	2	0	1	2	1	10	4	0	1	3	
Acropora701	4	1	0	4	1	4	5	6	1	0	6	3	0	4	2	2	1	3	5	2	2	2	1	4	2	0	3	0	2	8	2	8	0	1	3	3	0	8	2	1	2	1	8	8	5	4	0	4	
Acropora702	0	0	0	0	0	0	3	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	1	3	2	0	1	0	3	0	2	0	0	0	0	1	0	2	4	1	
Acropora703	1	1	3	4	2	5	4	2	2	1	7	1	2	4	2	2	2	0	0	0	4	0	0	1	2	1	5	0	1	0	1	3	0	0	1	0	6	4	2	0	1	0	5	12	2	2	2	1	
Acropora704	11	13	12	15	26	17	14	22	3	10	19	8	8	16	4	3	4	11	13	6	8	0	3	17	7	1	15	0	5	20	20	18	18	9	7	5	12	14	6	5	3	7	9	29	8	6	9	21	
Acropora705	1	0	0	0	2	0	0	0	0	3	1	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	4	6	1	0	0	0	1	0	0	1	1	2	1	1	0	0	3	
Acropora706	0	0	3	2	1	1	3	1	0	2	2	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	3	0	0	0	3	0	0	1	4	4	0	1	0	0	1	0	0	0	1	3	1	
Acropora707	5	10	2	4	9	6	10	9	11	12	7	16	11	8	12	0	1	4	9	1	0	0	7	15	4	5	5	0	8	12	8	11	5	10	3	1	7	10	7	4	0	3	5	11	8	5	3	9	
Acropora708	9	23	9	27	10	18	23	15	12	10	28	21	15	24	9	1	17	6	13	11	9	1	2	15	3	4	38	1	7	17	23	21	19	15	12	7	11	21	8	4	2	6	27	19	11	6	10	13	
Acropora709	26	65	45	33	49	36	47	58	20	41	71	39	20	59	27	17	28	74	35	7	18	4	15	28	24	5	54	10	9	59	38	56	14	57	34	10	50	67	22	8	12	35	70	55	26	12	21	46	
Acropora71	34	30	38	32	32	50	41	38	34	44	50	31	29	44	38	33	20	12	38	10	34	4	17	28	24	23	49	3	24	38	18	55	16	30	27	11	35	52	35	9	13	16	36	57	37	7	19	29	
Acropora710	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
